id,ccr_codigo,amostra,substrato,cidade,uf,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,31,32,33,34,35,37,38,39,40,41,42,43,44,45,46,48,49,50,51,52,53,64,65,66,67,68,69,78,79
430,UFT.2014(L)7773,ANA.TAQ.001.057,Fruto de Buriti,Palmas,TO,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
431,UFT.2014(L)7902,ANA.TAQ.001.058,Fruto de Buriti,Palmas,TO,,+,-,+,+,+,+,-,-,+,+,+,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
432,UFT.2014(L)7905,ANA.TAQ.001.058,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
433,UFT.2014(L)7997,ANA.TAQ.001.059,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
434,UFT.2014(L)8028,ANA.TAQ.001.060,Fruto de Buriti,Palmas,TO,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
435,UFT.2014(L)6536,ANA.CAN.001.059,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,-,-,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
436,UFT.2014(L)6822,ANA.CAN.001.059,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
437,UFT.2014(L)6828,ANA.CAN.001.059,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
438,UFT.2014(L)6566,ANA.CAN.001.060,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
439,UFT.2014(L)6580,ANA.CAN.001.060,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
440,UFT.2014(L)6587,ANA.CAN.001.060,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,-,-,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
441,UFT.2014(L)6593,ANA.CAN.001.060,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,w,+,+,w,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
442,UFT.2014(L)7783,ANA.CAN.001.060,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,-,-,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
443,UFT.2014(L)7867,ANA.CAN.001.060,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,w,+,+,w,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
444,UFT.2014(L)7099,ANA.TAG.001.031,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,-,-,-,-,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
445,UFT.2014(L)7255,ANA.TAG.001.031,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,-,+,-,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
446,UFT.2014(L)7399,ANA.TAQ.001.061,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
447,UFT.2014(L)7500,ANA.TAQ.001.061,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
448,UFT.2014(L)7501,ANA.TAQ.001.061,Fruto de Buriti,Palmas,TO,,+,+,+,-,+,+,-,-,-,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
449,UFT.2014(L)7503,ANA.TAQ.001.061,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,-,-,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
450,UFT.2014(L)7807,ANA.TAQ.001.062,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,w,+,+,w,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
451,UFT.2014(L)7808,ANA.TAQ.001.062,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,-,+,+,+,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
452,UFT.2014(L)7809,ANA.TAQ.001.062,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,+,+,+,+,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
453,UFT.2014(L)7908,ANA.TAQ.001.063,Fruto de Buriti,Palmas,TO,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
454,UFT.2014(L)8002,ANA.TAQ.001.064,Fruto de Buriti,Palmas,TO,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
455,UFT.2014(L)6647,ANA.CAN.001.061,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,-,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
456,UFT.2014(L)6726,ANA.CAN.001.061,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
457,UFT.2014(L)7798,ANA.CAN.001.061,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
458,UFT.2014(L)6623,ANA.CAN.001.062,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
459,UFT.2014(L)6624,ANA.CAN.001.062,Fruto de Buriti,Pium,TO,,-,-,-,-,+,-,-,-,-,-,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
460,UFT.2014(L)6757,ANA.CAN.001.062,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
461,UFT.2014(L)7916,ANA.TAG.001.032,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
462,UFT.2014(L)7918,ANA.TAG.001.032,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
463,UFT.2014(L)7952,ANA.TAG.001.032,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,-,+,+,+,w,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
464,UFT.2014(L)7787,ANA.TAQ.001.065,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
465,UFT.2014(L)7788,ANA.TAQ.001.065,Fruto de Buriti,Palmas,TO,,+,w,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
466,UFT.2014(L)7789,ANA.TAQ.001.065,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,-,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
467,UFT.2014(L)7801,ANA.TAQ.001.065,Fruto de Buriti,Palmas,TO,,+,-,+,+,+,+,-,-,-,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
468,UFT.2014(L)7906,ANA.TAQ.001.066,Fruto de Buriti,Palmas,TO,,+,-,+,+,+,+,-,-,+,+,+,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
469,UFT.2014(L)7907,ANA.TAQ.001.066,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
470,UFT.2014(L)7999,ANA.TAQ.001.067,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,+,-,+,+,+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,+,,,,,,,,,,,
471,UFT.2014(L)8000,ANA.TAQ.001.067,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,-,-,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
472,UFT.2014(L)8001,ANA.TAQ.001.067,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
473,UFT.2014(L)8029,ANA.TAQ.001.068,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,+,+,+,+,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
474,UFT.2014(L)6626,ANA.CAN.001.063,Fruto de Buriti,Pium,TO,,-,+,-,+,-,-,-,-,-,-,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
475,UFT.2014(L)7800,ANA.CAN.001.063,Fruto de Buriti,Pium,TO,,+,-,+,+,+,+,-,-,-,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
476,UFT.2014(L)6819,ANA.CAN.001.064,Fruto de Buriti,Pium,TO,,-,-,-,-,+,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
477,UFT.2014(L)6567,ANA.CAN.001.065,Fruto de Buriti,Pium,TO,,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,+,-,-,+,-,+,,,-,-,+,+,-,-,-,-,+,+,+,+,-
478,UFT.2014(L)6651,ANA.CAN.001.065,Fruto de Buriti,Pium,TO,,-,-,-,+,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
479,UFT.2014(L)7785,ANA.CAN.001.065,Fruto de Buriti,Pium,TO,,-,+,-,+,-,-,-,-,-,-,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
480,UFT.2014(L)7839,ANA.CAN.001.065,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
481,UFT.2014(L)7869,ANA.CAN.001.065,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
482,UFT.2014(L)7260,ANA.TAG.001.033,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
483,UFT.2014(L)7505,ANA.TAQ.001.069,Fruto de Buriti,Palmas,TO,,-,-,-,-,+,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
484,UFT.2014(L)7507,ANA.TAQ.001.069,Fruto de Buriti,Palmas,TO,,-,-,-,-,+,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
485,UFT.2014(L)7520,ANA.TAQ.001.069,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,-,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
486,UFT.2014(L)7922,ANA.TAQ.001.070,Fruto de Buriti,Palmas,TO,,-,-,-,-,+,+,-,-,-,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
487,UFT.2014(L)8003,ANA.TAQ.001.071,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
488,UFT.2014(L)6539,ANA.CAN.001.066,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
489,UFT.2014(L)6833,ANA.CAN.001.066,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
490,UFT.2014(L)7767,ANA.CAN.001.066,Fruto de Buriti,Pium,TO,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
491,UFT.2014(L)6649,ANA.CAN.001.067,Fruto de Buriti,Pium,TO,,-,+,-,-,-,-,-,-,-,-,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
492,UFT.2014(L)6776,ANA.CAN.001.067,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
493,UFT.2014(L)6882,ANA.CAN.001.067,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
494,UFT.2014(L)6884,ANA.CAN.001.067,Fruto de Buriti,Pium,TO,,-,-,-,-,+,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
495,UFT.2014(L)6894,ANA.CAN.001.067,Fruto de Buriti,Pium,TO,,-,-,-,-,+,-,-,-,w,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
496,UFT.2014(L)6902,ANA.CAN.001.067,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
497,UFT.2014(L)6942,ANA.CAN.001.067,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,-,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
498,UFT.2014(L)7764,ANA.CAN.001.067,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
499,UFT.2014(L)7786,ANA.CAN.001.067,Fruto de Buriti,Pium,TO,,-,-,-,-,+,-,-,-,-,-,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
500,UFT.2014(L)7864,ANA.CAN.001.067,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
501,UFT.2014(L)7868,ANA.CAN.001.067,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,w,-,-,+,-,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
502,UFT.2014(L)7259,ANA.TAG.001.034,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,-,-,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
503,UFT.2014(L)7264,ANA.TAG.001.034,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,-,-,-,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
504,UFT.2014(L)7193,ANA.TAG.001.035,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
505,UFT.2014(L)7968,ANA.TAG.001.035,Fruto de Buriti,Taguatinga,TO,,+,-,+,+,+,+,-,-,-,-,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
506,UFT.2014(L)7516,ANA.TAQ.001.072,Fruto de Buriti,Palmas,TO,,-,-,-,-,+,-,-,-,-,-,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
507,UFT.2014(L)7517,ANA.TAQ.001.072,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,+,-,+,+,-,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,+,,,,,,,,,,,
508,UFT.2014(L)7519,ANA.TAQ.001.072,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
509,UFT.2014(L)7923,ANA.TAQ.001.073,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
510,UFT.2014(L)7924,ANA.TAQ.001.073,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,-,-,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
511,UFT.2014(L)6554,ANA.CAN.001.068,Fruto de Buriti,Pium,TO,,-,+,-,+,-,-,-,-,-,-,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
512,UFT.2014(L)6815,ANA.CAN.001.068,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
513,UFT.2014(L)6885,ANA.CAN.001.069,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,w,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
514,UFT.2014(L)6886,ANA.CAN.001.069,Fruto de Buriti,Pium,TO,,-,+,-,+,-,-,-,-,-,-,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
515,UFT.2014(L)6892,ANA.CAN.001.069,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,w,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
516,UFT.2014(L)6895,ANA.CAN.001.069,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,+,+,+,w,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
517,UFT.2014(L)7162,ANA.TAG.001.036,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,-,+,+,+,w,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
518,UFT.2014(L)7257,ANA.TAG.001.036,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
519,UFT.2014(L)7362,ANA.TAG.001.036,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
520,UFT.2014(L)7512,ANA.TAQ.001.074,Fruto de Buriti,Palmas,TO,,-,-,-,-,+,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
521,UFT.2014(L)7513,ANA.TAQ.001.074,Fruto de Buriti,Palmas,TO,,-,-,-,+,-,-,-,-,-,-,-,-,w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
522,UFT.2014(L)7514,ANA.TAQ.001.074,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
523,UFT.2014(L)7515,ANA.TAQ.001.074,Fruto de Buriti,Palmas,TO,,-,+,-,-,-,-,-,-,-,-,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
524,UFT.2014(L)7811,ANA.TAQ.001.075,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
525,UFT.2014(L)7812,ANA.TAQ.001.075,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,w,+,+,w,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
526,UFT.2014(L)7925,ANA.TAQ.001.076,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
527,UFT.2014(L)6820,ANA.CAN.001.070,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
528,UFT.2014(L)6901,ANA.CAN.001.071,Fruto de Buriti,Pium,TO,,-,+,-,-,-,-,-,-,-,-,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
529,UFT.2014(L)7775,ANA.CAN.001.071,Fruto de Buriti,Pium,TO,,-,+,-,w,-,-,-,-,-,-,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
530,UFT.2014(L)7778,ANA.CAN.001.071,Fruto de Buriti,Pium,TO,,-,-,-,-,+,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
531,UFT.2014(L)7781,ANA.CAN.001.071,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
532,UFT.2014(L)7832,ANA.CAN.001.071,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
533,UFT.2014(L)7834,ANA.CAN.001.071,Fruto de Buriti,Pium,TO,,-,+,-,-,-,-,-,-,-,-,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
534,UFT.2014(L)7837,ANA.CAN.001.071,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
535,UFT.2014(L)7841,ANA.CAN.001.071,Fruto de Buriti,Pium,TO,,-,+,-,-,-,-,-,-,-,-,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
536,UFT.2014(L)7904,ANA.CAN.001.071,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,+,+,+,w,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
537,UFT.2014(L)7235,ANA.TAG.001.037,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
538,UFT.2014(L)7057,ANA.TAG.001.038,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
539,UFT.2014(L)7508,ANA.TAQ.001.077,Fruto de Buriti,Palmas,TO,,-,-,-,-,-,-,-,-,-,-,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
540,UFT.2014(L)7813,ANA.TAQ.001.078,Fruto de Buriti,Palmas,TO,,+,+,+,-,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
541,UFT.2014(L)816,ANA.TAQ.001.078,Fruto de Buriti,Palmas,TO,,-,+,-,-,-,-,-,-,-,-,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
542,UFT.2014(L)7817,ANA.TAQ.001.078,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
543,UFT.2014(L)7928,ANA.TAQ.001.079,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
544,UFT.2014(L)8004,ANA.TAQ.001.080,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,w,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
545,UFT.2014(L)6807,ANA.CAN.001.072,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,+,+,+,w,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
546,UFT.2014(L)7768,ANA.CAN.001.073,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,+,+,+,+,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
547,UFT.2014(L)7780,ANA.CAN.001.073,Fruto de Buriti,Pium,TO,,-,+,-,w,-,-,-,-,-,-,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
