id,ccr_codigo,amostra,substrato,cidade,uf,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,31,32,33,34,35,37,38,39,40,41,42,43,44,45,46,48,49,50,51,52,53,64,65,66,67,68,69,78,79
116,UFT.2014(L)7935,ANA.TAQ.001.005,Fruto de Buriti,Palmas,TO,,+,-,+,+,+,+,-,-,-,+,-,-,+,-,-,+,+,+,+,+,+,-,+,+,+,+,+,-,+,+,-,-,+,+,-,-,-,+,+,-,+,,,-,-,+,+,-,-,-,-,-,+,+,+,-
117,UFT.2014(L)6515,ANA.CAN.001.005,Fruto de Buriti,Pium,TO,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,,,-,-,+,+,-,-,-,-,-,+,+,,
118,UFT.2014(L)6545,ANA.CAN.001.005,Fruto de Buriti,Pium,TO,,+,-,+,+,+,+,-,+,+,+,+,-,+,+,+,+,+,+,+,-,+,-,+,+,+,+,+,-,+,+,-,-,+,+,-,-,-,-,+,-,+,,,-,-,+,+,-,-,-,-,-,+,+,,
119,UFT.2014(L)6809,ANA.CAN.001.005,Fruto de Buriti,Pium,TO,,+,-,+,+,+,+,-,-,+,+,+,-,+,-,-,+,+,+,+,-,+,-,+,+,+,+,+,-,+,+,-,-,+,-,-,-,-,-,+,-,+,,,-,-,+,+,-,,-,,,,,,
120,UFT.2014(L)6889,ANA.CAN.001.006,Fruto de Buriti,Pium,TO,,-,+,-,-,+,-,-,-,-,-,-,-,+,-,-,-,-,+,+,-,+,-,-,-,-,-,+,+,+,+,-,-,-,+,-,-,-,-,-,-,+,,,-,+,+,+,-,-,-,-,-,-,+,+,+
121,UFT.2014(L)6944,ANA.CAN.001.006,Fruto de Buriti,Pium,TO,,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,,,-,-,+,+,+,-,-,-,-,-,-,-,-
122,UFT.2014(L)7779,ANA.CAN.001.006,Fruto de Buriti,Pium,TO,,+,-,+,-,+,+,-,-,-,+,-,-,+,-,w,-,+,-,-,-,+,-,+,+,+,+,+,w,+,+,-,-,+,+,-,-,-,-,+,-,+,,,-,-,+,+,-,-,+,-,+,-,+,-,-
123,UFT.2014(L)7988,ANA.CAN.001.006,Fruto de Buriti,Pium,TO,,+,-,+,+,+,+,-,-,+,+,+,-,+,+,-,-,+,+,+,-,+,+,+,+,+,+,+,+,+,+,-,-,+,-,-,-,-,-,+,-,+,,,-,-,+,+,-,-,-,-,-,+,+,-,-
124,UFT.2014(L)7188,ANA.TAG.001.003,Fruto de Buriti,Taguatinga,TO,,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,+,-,-,+,-,+,,,-,-,+,+,-,-,-,-,+,-,+,+,+
125,UFT.2014(L)7538,ANA.TAQ.001.006,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,-,-,+,-,-,+,+,-,+,+,-,+,+,+,-,+,+,+,+,+,-,+,+,-,-,+,+,-,-,-,+,+,-,+,,,-,-,+,+,-,,-,,,,,,
126,UFT.2014(L)7539,ANA.TAQ.001.006,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,+,+,+,-,+,+,-,+,+,+,+,+,-,+,-,-,+,-,-,-,+,-,-,-,-,+,+,+,,,+,-,+,+,-,-,+,-,-,-,w,+,+
127,UFT.2014(L)7827,ANA.TAQ.001.007,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,-,-,+,-,-,+,-,-,+,+,-,+,+,+,-,+,+,+,+,+,-,+,+,-,-,+,+,-,-,-,+,+,-,+,,,-,-,+,+,-,,-,,,,,,
128,UFT.2014(L)7847,ANA.TAQ.001.007,Fruto de Buriti,Palmas,TO,,-,+,-,+,-,-,-,-,-,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,+,+,+,-,-,-,+,-,-,-,-,+,-,+,,,-,-,+,+,-,,-,,,,,,
129,UFT.2014(L)7848,ANA.TAQ.001.007,Fruto de Buriti,Palmas,TO,,+,+,+,-,+,+,-,-,-,+,-,-,+,+,-,-,-,-,+,-,,-,+,+,+,+,+,,+,+,-,-,+,+,-,-,-,+,+,+,+,,,-,-,+,+,-,-,+,+,+,+,+,+,-
130,UFT.2014(L)7936,ANA.TAQ.001.008,Fruto de Buriti,Palmas,TO,,-,+,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,w,+,+,+,-,-,-,+,-,+,-,-,-,-,+,,,-,-,+,+,-,-,+,-,-,+,-,-,-
131,UFT.2014(L)8023,ANA.TAQ.001.009,Fruto de Buriti,Palmas,TO,,+,-,+,+,+,+,-,-,-,+,-,-,+,-,-,-,+,-,-,-,+,-,+,+,-,+,+,-,+,+,-,-,+,-,-,-,-,-,+,-,+,,,-,-,+,+,-,-,-,-,+,+,+,-,-
132,UFT.2014(L)7818,ANA.CAN.001.007,Fruto de Buriti,Pium,TO,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,+,,,-,-,+,+,+,-,-,-,-,-,+,-,-
133,UFT.2014(L)7870,ANA.CAN.001.007,Fruto de Buriti,Pium,TO,,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,+,+,,,-,-,+,+,-,,-,,,,,,
134,UFT.2014(L)6716,ANA.CAN.001.008,Fruto de Buriti,Pium,TO,,+,-,+,+,+,+,-,-,-,+,-,-,+,-,-,-,+,-,-,-,+,-,+,+,+,+,+,-,+,+,-,-,+,-,-,-,-,-,+,-,+,,,-,-,+,+,-,-,+,-,+,+,+,-,-
135,UFT.2014(L)6717,ANA.CAN.001.008,Fruto de Buriti,Pium,TO,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,,,-,-,+,+,-,-,-,-,-,+,+,,
136,UFT.2014(L)6723,ANA.CAN.001.008,Fruto de Buriti,Pium,TO,,+,+,+,-,+,+,-,-,-,+,-,-,+,w,w,-,w,-,+,-,,+,+,+,+,+,+,,+,+,-,-,+,+,-,-,-,+,+,+,+,,,-,-,+,+,-,-,+,+,+,-,+,-,-
137,UFT.2014(L)6888,ANA.CAN.001.008,Fruto de Buriti,Pium,TO,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,+,+,-,-,+,-,-,-,-,-,-,-,+,,,-,-,+,+,-,+,-,-,-,-,+,-,-
138,UFT.2014(L)6890,ANA.CAN.001.008,Fruto de Buriti,Pium,TO,,-,+,-,-,+,-,-,-,-,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,+,-,+,+,+,-,-,-,+,-,-,-,-,-,+,+,,,-,-,+,+,+,-,-,-,+,-,+,-,-
139,UFT.2014(L)6893,ANA.CAN.001.008,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,-,-,+,-,-,+,+,+,+,-,-,+,-,+,+,+,+,+,+,-,-,+,-,-,-,-,+,-,+,-,+,+,+,+,,,-,-,+,+,-,-,+,-,+,+,+,+,+
140,UFT.2014(L)7052,ANA.CAN.001.008,Fruto de Buriti,Pium,TO,,+,+,-,-,w,-,-,-,w,-,-,w,+,-,-,w,-,+,-,-,-,+,-,-,-,+,+,+,+,+,-,-,+,+,+,-,-,-,+,-,+,,,-,-,+,+,+,-,-,-,+,+,+,-,-
141,UFT.2014(L)7862,ANA.CAN.001.008,Fruto de Buriti,Pium,TO,,-,-,-,-,+,-,-,-,-,-,-,+,-,-,w,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,+,,,-,-,+,+,+,-,-,-,-,+,+,-,-
142,UFT.2014(L)7865,ANA.CAN.001.008,Fruto de Buriti,Pium,TO,,+,+,+,-,+,+,-,-,-,+,-,-,+,+,-,-,-,-,+,-,,+,+,+,+,+,+,,+,+,-,-,+,+,-,-,-,+,+,+,+,,,-,-,+,+,-,-,+,-,+,+,+,+,+
143,UFT.2014(L)7031,ANA.CAN.001.009,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,-,-,+,-,-,+,+,+,-,-,-,-,-,+,+,+,+,+,+,-,-,+,+,-,-,-,+,-,+,-,+,+,+,+,,,-,-,+,+,-,-,+,+,+,+,+,+,+
144,UFT.2014(L)7842,ANA.CAN.001.009,Fruto de Buriti,Pium,TO,,+,-,+,-,+,+,-,-,-,+,-,-,+,-,-,-,+,-,-,-,,-,+,+,+,+,+,,+,+,-,-,+,+,-,-,-,+,+,-,+,,,-,-,+,+,-,-,+,-,+,-,+,-,-
145,UFT.2014(L)7242,ANA.TAG.001.004,Fruto de Buriti,Taguatinga,TO,,-,+,-,+,+,-,-,-,w,-,+,+,+,-,+,-,-,+,+,w,-,-,-,-,-,-,+,+,+,+,-,+,+,+,-,-,-,-,+,-,+,,,-,-,+,+,+,-,-,-,+,-,+,-,-
146,UFT.2014(L)7358,ANA.TAG.001.004,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,+,+,+,+,-,+,+,+,+,+,-,-,-,+,+,-,w,+,+,-,+,-,+,+,+,-,+,+,-,-,-,+,+,+,+,,,+,+,+,+,+,-,-,-,-,-,+,-,-
147,UFT.2014(L)7049,ANA.TAG.001.005,Fruto de Buriti,Taguatinga,TO,,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,+,+,,,-,-,+,+,-,,-,,,,,,
148,UFT.2014(L)7540,ANA.TAQ.001.010,Fruto de Buriti,Palmas,TO,,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,+,,,-,-,+,+,+,-,-,-,+,-,w,-,-
149,UFT.2014(L)7541,ANA.TAQ.001.010,Fruto de Buriti,Palmas,TO,,+,-,+,-,+,+,-,-,-,+,-,-,+,-,-,+,+,-,+,+,+,-,+,+,+,+,+,+,+,+,-,+,-,+,-,-,-,-,+,+,+,,,+,+,+,+,-,-,-,-,+,-,+,-,-
150,UFT.2014(L)7542,ANA.TAQ.001.010,Fruto de Buriti,Palmas,TO,,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,+,+,-,+,+,-,-,-,-,-,-,-,+,-,-,+,,,-,-,+,+,-,-,-,-,-,+,+,+,+
151,UFT.2014(L)7543,ANA.TAQ.001.010,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,-,-,+,-,-,+,+,-,+,+,-,+,+,+,+,+,+,+,+,+,+,+,+,+,-,-,+,-,+,-,+,+,-,+,,,-,-,+,+,-,-,+,-,+,+,+,+,+
152,UFT.2014(L)7546,ANA.TAQ.001.010,Fruto de Buriti,Palmas,TO,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,+,,,-,-,+,+,-,-,-,-,-,+,+,+,+
153,UFT.2014(L)7849,ANA.TAQ.001.011,Fruto de Buriti,Palmas,TO,,+,w,+,-,+,+,-,-,-,+,-,-,+,-,-,-,+,-,+,-,+,+,+,+,+,+,+,-,+,+,+,-,-,+,-,-,-,-,+,+,+,,,-,-,+,+,-,-,+,-,+,-,+,+,-
154,UFT.2014(L)7850,ANA.TAQ.001.011,Fruto de Buriti,Palmas,TO,,-,-,-,-,+,-,-,+,-,-,-,-,+,+,+,+,-,+,-,-,+,+,+,+,+,-,+,-,+,+,-,-,-,+,-,-,-,+,+,+,+,,,-,-,+,+,-,-,-,-,-,-,+,+,+
155,UFT.2014(L)7937,ANA.TAQ.001.012,Fruto de Buriti,Palmas,TO,,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,+,+,,,-,-,+,+,-,,-,,,,,,
156,UFT.2014(L)7938,ANA.TAQ.001.012,Fruto de Buriti,Palmas,TO,,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,+,+,,,-,-,+,+,-,,-,,,,,,
157,UFT.2014(L)6577,ANA.CAN.001.010,Fruto de Buriti,Pium,TO,,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,+,+,+,+,w,-,-,-,-,+,-,-,+,-,+,,,+,-,+,+,-,-,-,-,+,-,+,+,+
158,UFT.2014(L)7769,ANA.CAN.001.011,Fruto de Buriti,Pium,TO,,-,-,-,+,-,-,-,-,+,-,-,+,+,+,+,+,-,+,+,+,+,-,+,+,+,-,+,+,+,+,+,+,-,+,-,-,-,-,+,+,+,,,+,+,+,+,+,-,-,-,+,-,w,+,+
159,UFT.2014(L)7776,ANA.CAN.001.011,Fruto de Buriti,Pium,TO,,-,+,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,+,+,+,-,-,-,-,+,-,-,-,-,+,-,+,,,-,-,+,+,-,-,-,-,+,+,+,-,+
160,UFT.2014(L)6800,ANA.CAN.001.012,Fruto de Buriti,Pium,TO,,+,-,+,+,+,+,-,-,-,+,-,-,+,-,-,-,+,-,-,-,+,-,+,+,+,+,+,+,+,+,-,-,-,-,-,-,-,-,+,-,+,,,-,-,+,+,-,-,-,-,+,-,+,-,-
161,UFT.2014(L)7156,ANA.TAG.001.006,Fruto de Buriti,Taguatinga,TO,,-,+,-,-,+,-,-,-,-,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,+,,,-,-,+,+,-,-,-,-,-,+,+,+,-
162,UFT.2014(L)7266,ANA.TAG.001.006,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,-,-,-,+,-,-,+,-,-,-,+,-,-,-,-,-,+,+,-,+,+,-,+,-,-,-,-,+,-,-,-,-,+,-,+,,,-,-,+,+,-,+,-,-,+,-,+,-,+
163,UFT.2014(L)7356,ANA.TAG.001.006,Fruto de Buriti,Taguatinga,TO,,+,+,+,-,+,+,-,-,-,+,-,-,+,-,-,+,+,-,+,+,,+,+,+,+,+,+,,+,+,-,-,-,+,-,-,-,-,+,-,+,,,-,-,+,+,+,-,-,-,-,+,+,-,+
164,UFT.2014(L)7547,ANA.TAQ.001.013,Fruto de Buriti,Palmas,TO,,+,-,+,-,+,+,-,-,-,+,-,-,+,-,-,+,+,-,+,+,+,+,+,+,+,+,+,+,+,+,-,+,+,+,-,-,-,+,+,+,+,,,+,+,+,+,-,-,-,-,+,-,+,-,-
165,UFT.2014(L)7548,ANA.TAQ.001.013,Fruto de Buriti,Palmas,TO,,+,-,+,+,+,+,+,-,-,+,-,-,+,w,-,-,+,,-,-,+,-,+,+,-,+,+,-,+,+,-,-,-,-,,,,-,+,-,+,,,-,-,+,+,-,,-,-,,,,,
166,UFT.2014(L)7549,ANA.TAQ.001.013,Fruto de Buriti,Palmas,TO,,-,+,+,+,+,+,-,-,-,+,-,-,+,-,-,+,+,-,+,+,+,-,+,+,+,+,+,-,+,+,-,-,-,+,-,-,-,+,+,-,+,,,-,-,+,+,+,-,-,-,-,-,w,-,-
167,UFT.2014(L)7939,ANA.TAQ.001.014,Fruto de Buriti,Palmas,TO,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,+,+,-,-,-,-,-,-,-,-,-,+,+,,,-,-,+,+,+,-,-,-,-,-,+,-,-
168,UFT.2014(L)7940,ANA.TAQ.001.014,Fruto de Buriti,Palmas,TO,,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,+,+,+,-,+,+,+,-,+,+,+,-,-,+,-,+,-,+,-,-,+,+,+,,,+,-,+,+,-,-,-,-,+,+,+,-,-
169,UFT.2014(L)8024,ANA.TAQ.001.015,Fruto de Buriti,Palmas,TO,,-,-,-,-,+,-,-,-,-,-,-,,+,-,-,+,-,-,+,+,+,-,+,+,-,+,+,+,+,+,-,-,-,+,-,-,-,-,+,+,+,,,+,+,+,+,+,-,-,-,+,+,+,-,-
170,UFT.2014(L)6576,ANA.CAN.001.013,Fruto de Buriti,Pium,TO,,-,-,-,,-,-,-,-,-,-,,-,+,-,-,+,-,-,-,+,+,-,,-,-,-,w,+,+,-,w,+,-,-,-,-,-,-,w,+,-,,,+,+,+,+,+,,-,-,,,,,
171,UFT.2014(L)7766,ANA.CAN.001.013,Fruto de Buriti,Pium,TO,,-,+,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,+,-,-,-,-,-,-,+,,,-,-,+,+,+,-,-,-,+,+,+,-,-
172,UFT.2014(L)7782,ANA.CAN.001.014,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,-,-,+,-,-,+,-,-,+,+,-,-,+,+,-,+,+,+,+,+,+,+,+,-,+,-,+,-,+,-,+,+,+,+,,,+,+,+,+,-,-,-,+,+,-,+,-,+
173,UFT.2014(L)7946,ANA.CAN.001.014,Fruto de Buriti,Pium,TO,,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,,+,+,-,+,+,-,-,+,,+,-,-,-,-,+,-,-,-,-,-,+,+,,,+,+,+,+,+,-,-,-,+,+,+,-,-
174,UFT.2014(L)7959,ANA.CAN.001.014,Fruto de Buriti,Pium,TO,,-,+,+,-,+,+,-,-,-,+,-,-,+,-,-,+,-,-,-,+,+,-,+,+,-,-,-,+,+,+,-,-,-,+,-,-,-,+,+,+,+,,,+,+,+,+,+,-,-,-,+,+,+,-,-
175,UFT.2014(L)7366,ANA.TAG.001.007,Fruto de Buriti,Taguatinga,TO,,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,,,-,-,+,+,+,-,-,-,+,+,+,-,-
176,UFT.2014(L)7196,ANA.TAG.001.008,Fruto de Buriti,Taguatinga,TO,,-,+,+,-,w,+,-,-,+,+,+,,+,-,-,-,-,-,+,-,-,-,+,-,+,-,+,+,+,+,-,-,+,+,-,-,-,-,-,+,+,,,-,-,+,+,+,-,-,-,+,-,+,-,-
177,UFT.2014(L)7198,ANA.TAG.001.008,Fruto de Buriti,Taguatinga,TO,,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,+,,,-,-,+,+,-,-,-,-,+,-,+,+,+
178,UFT.2014(L)7550,ANA.TAQ.001.016,Fruto de Buriti,Palmas,TO,,-,-,-,-,+,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,,-,-,,,-,-,+,+,-,,-,-,,,,,
179,UFT.2014(L)7551,ANA.TAQ.001.016,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,-,-,+,-,-,+,-,-,-,-,+,+,-,+,-,+,+,+,+,+,-,+,+,-,+,-,+,-,-,-,+,+,-,+,,,-,-,+,+,-,-,-,-,-,-,+,-,-
180,UFT.2014(L)7941,ANA.TAQ.001.017,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,-,-,+,-,-,+,+,+,-,-,-,+,-,+,+,+,+,+,+,+,-,+,+,-,-,-,-,-,+,-,+,+,+,+,,,-,-,+,+,-,-,+,+,+,+,+,+,-
181,UFT.2014(L)6575,ANA.CAN.001.015,Fruto de Buriti,Pium,TO,,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,+,,,-,-,+,+,-,-,-,-,+,-,+,+,+
182,UFT.2014(L)6725,ANA.CAN.001.016,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,-,-,+,-,-,+,+,+,-,-,-,+,-,+,+,+,+,+,+,+,+,+,+,-,-,-,-,-,-,-,+,+,+,+,,,-,-,+,+,-,-,+,+,+,+,+,-,-
183,UFT.2014(L)6881,ANA.CAN.001.016,Fruto de Buriti,Pium,TO,,+,-,+,-,+,+,-,-,-,+,-,-,+,+,-,-,-,-,+,-,,-,+,+,+,+,+,,+,+,-,-,-,+,-,-,-,-,-,-,+,,,-,-,+,+,-,-,-,-,+,-,+,+,-
184,UFT.2014(L)7835,ANA.CAN.001.016,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,+,-,+,-,-,+,+,+,-,-,-,+,-,+,+,+,+,-,+,+,-,+,+,-,-,+,-,-,-,-,+,+,+,+,,,-,-,+,+,-,-,+,+,+,+,+,+,-
185,UFT.2014(L)7836,ANA.CAN.001.016,Fruto de Buriti,Pium,TO,,+,-,+,-,+,+,-,-,-,+,-,-,+,+,-,+,-,-,+,+,+,-,+,+,+,+,+,+,+,+,-,+,-,+,-,-,-,+,+,+,+,,,+,+,+,+,-,-,-,-,+,-,+,+,+
186,UFT.2014(L)6978,ANA.CAN.001.017,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,+,-,+,-,-,+,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,+,+,-,-,-,+,-,+,-,+,+,-,+,,,-,-,+,+,-,-,-,-,+,+,+,+,-
187,UFT.2014(L)7281,ANA.TAG.001.009,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,-,-,-,+,-,-,+,+,+,-,-,-,+,-,+,+,+,+,+,+,+,-,+,+,-,-,+,-,-,-,-,w,+,+,+,,,-,-,+,+,-,-,+,+,+,+,+,+,-
188,UFT.2014(L)7363,ANA.TAG.001.009,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,-,+,-,+,-,-,+,+,-,+,-,-,+,-,+,+,+,+,+,+,+,-,+,+,-,-,+,-,-,+,-,-,+,+,+,,,-,-,+,+,-,-,+,+,+,+,+,+,-
189,UFT.2014(L)7381,ANA.TAG.001.009,Fruto de Buriti,Taguatinga,TO,,-,+,-,-,+,+,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,+,-,-,-,-,+,-,+,,,-,-,+,+,+,-,-,-,+,-,+,-,-
190,UFT.2014(L)6950,ANA.TAG.001.010,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,-,-,-,+,-,-,+,+,+,-,-,-,+,-,+,+,+,+,+,+,+,+,+,+,-,-,-,-,-,-,-,+,+,+,+,,,-,-,+,+,-,-,+,+,+,+,+,-,-
191,UFT.2014(L)6957,ANA.TAG.001.010,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,-,+,-,+,-,-,+,+,+,+,-,-,+,-,+,+,+,+,+,+,-,-,+,-,-,-,-,+,-,+,-,+,+,+,+,,,-,-,+,+,-,-,+,-,+,-,+,+,+
192,UFT.2014(L)7552,ANA.TAQ.001.018,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,+,-,+,-,-,+,+,+,-,-,-,+,-,+,-,+,+,+,+,+,-,+,+,-,-,-,-,-,+,-,+,+,+,+,,,-,-,+,+,-,-,+,+,+,+,+,+,-
193,UFT.2014(L)7553,ANA.TAQ.001.018,Fruto de Buriti,Palmas,TO,,w,-,+,+,+,+,-,-,-,+,-,-,+,+,-,-,-,-,+,-,+,-,+,+,-,+,+,+,+,+,-,-,-,-,-,+,-,+,+,-,+,,,-,-,+,+,-,-,-,-,+,-,+,+,-
194,UFT.2014(L)7554,ANA.TAQ.001.018,Fruto de Buriti,Palmas,TO,,-,-,-,,w,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,-,+,w,-,+,-,-,-,-,-,-,-,-,-,-,+,-,,,-,-,+,+,+,-,-,-,-,+,+,-,-
195,UFT.2014(L)7555,ANA.TAQ.001.018,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,-,-,+,-,-,+,+,+,-,-,-,+,+,+,+,+,+,+,+,+,+,+,+,-,-,-,+,-,+,-,+,+,+,+,,,-,-,+,+,-,-,-,-,+,+,+,+,+
196,UFT.2014(L)7556,ANA.TAQ.001.018,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,-,-,+,-,-,+,+,+,+,-,-,+,-,+,+,+,+,+,+,+,-,+,-,-,-,-,+,-,+,-,+,+,+,+,,,-,-,+,+,-,-,+,+,+,+,+,+,-
197,UFT.2014(L)7557,ANA.TAQ.001.018,Fruto de Buriti,Palmas,TO,,,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,,,,-,-,-,-,,,-,-,+,+,-,,-,-,,,,,
198,UFT.2014(L)7851,ANA.TAQ.001.019,Fruto de Buriti,Palmas,TO,,+,-,+,+,+,+,-,-,-,+,-,-,+,-,-,-,+,-,+,+,+,-,+,+,+,+,+,+,+,+,-,-,-,+,-,+,-,-,+,-,+,,,-,-,+,+,-,-,+,-,+,+,+,-,+
199,UFT.2014(L)7852,ANA.TAQ.001.019,Fruto de Buriti,Palmas,TO,,-,-,-,-,-,-,-,-,-,-,-,,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,+,,,-,-,+,+,+,-,-,-,+,-,+,-,+
200,UFT.2014(L)7853,ANA.TAQ.001.019,Fruto de Buriti,Palmas,TO,,-,-,-,-,-,-,-,-,-,-,-,,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,+,+,-,+,-,+,,,-,-,+,+,+,-,-,-,+,-,+,+,+
201,UFT.2014(L)7942,ANA.TAQ.001.020,Fruto de Buriti,Palmas,TO,,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,+,-,,-,+,+,-,+,+,-,-,+,+,+,+,-,-,-,-,,,,-,+,+,+,,,+,+,+,+,-,,-,-,,,,,
202,UFT.2014(L)7956,ANA.TAQ.001.020,Fruto de Buriti,Palmas,TO,,w,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,+,+,-,+,+,+,+,+,+,+,+,-,+,-,-,-,-,-,+,+,+,+,,,+,+,+,+,-,-,-,-,+,-,+,-,-
203,UFT.2014(L)7957,ANA.TAQ.001.020,Fruto de Buriti,Palmas,TO,,-,+,-,-,-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,+,+,-,+,+,+,-,+,+,+,-,-,+,-,+,-,-,-,-,+,+,+,,,+,+,+,+,-,-,-,-,+,-,+,-,+
204,UFT.2014(L)6594,ANA.CAN.001.018,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,+,+,+,-,+,+,+,+,-,-,-,+,-,+,+,+,+,+,+,+,-,+,+,-,-,+,+,-,-,-,+,+,+,+,,,-,-,+,+,-,+,+,-,-,-,+,,
205,UFT.2014(L)7846,ANA.CAN.001.018,Fruto de Buriti,Pium,TO,,-,-,-,,-,-,-,-,+,-,,-,-,-,-,-,-,-,+,-,-,-,,+,-,+,+,+,+,+,-,+,-,-,-,-,-,-,-,-,-,,,+,-,+,+,+,,-,-,,,,,
