id,ano,codigo,ccr
348,2014,6610,UFT.2014(L)6610
349,2014,6846,UFT.2014(L)6846
350,2014,6986,UFT.2014(L)6986
351,2014,7154,UFT.2014(L)7154
352,2014,7157,UFT.2014(L)7157
353,2014,7240,UFT.2014(L)7240
354,2014,7387,UFT.2014(L)7387
355,2014,7920,UFT.2014(L)7920
356,2014,7954,UFT.2014(L)7954
357,2014,7742,UFT.2014(L)7742
358,2014,7743,UFT.2014(L)7743
359,2014,7744,UFT.2014(L)7744
360,2014,7985,UFT.2014(L)7985
361,2014,7987,UFT.2014(L)7987
362,2014,6982,UFT.2014(L)6982
363,2014,6588,UFT.2014(L)6588
364,2014,7949,UFT.2014(L)7949
365,2014,6608,UFT.2014(L)6608
366,2014,6609,UFT.2014(L)6609
367,2014,6759,UFT.2014(L)6759
368,2014,7160,UFT.2014(L)7160
369,2014,7383,UFT.2014(L)7383
370,2014,7947,UFT.2014(L)7947
371,2014,7966,UFT.2014(L)7966
372,2014,7747,UFT.2014(L)7747
373,2014,7748,UFT.2014(L)7748
374,2014,7749,UFT.2014(L)7749
375,2014,7750,UFT.2014(L)7750
376,2014,7890,UFT.2014(L)7890
377,2014,7891,UFT.2014(L)7891
378,2014,7892,UFT.2014(L)7892
379,2014,7893,UFT.2014(L)7893
380,2014,7761,UFT.2014(L)7761
381,2014,6615,UFT.2014(L)6615
382,2014,6762,UFT.2014(L)6762
383,2014,7328,UFT.2014(L)7328
384,2014,7333,UFT.2014(L)7333
385,2014,7953,UFT.2014(L)7953
386,2014,7238,UFT.2014(L)7238
387,2014,7251,UFT.2014(L)7251
388,2014,7252,UFT.2014(L)7252
389,2014,7962,UFT.2014(L)7962
390,2014,7751,UFT.2014(L)7751
391,2014,7752,UFT.2014(L)7752
392,2014,7894,UFT.2014(L)7894
393,2014,7896,UFT.2014(L)7896
394,2014,7897,UFT.2014(L)7897
395,2014,7991,UFT.2014(L)7991
396,2014,7332,UFT.2014(L)7332
397,2014,6740,UFT.2014(L)6740
398,2014,6614,UFT.2014(L)6614
399,2014,6750,UFT.2014(L)6750
400,2014,7917,UFT.2014(L)7917
401,2014,7919,UFT.2014(L)7919
402,2014,7950,UFT.2014(L)7950
403,2014,7964,UFT.2014(L)7964
404,2014,7992,UFT.2014(L)7992
405,2014,7993,UFT.2014(L)7993
406,2014,7995,UFT.2014(L)7995
407,2014,6564,UFT.2014(L)6564
408,2014,6598,UFT.2014(L)6598
409,2014,7838,UFT.2014(L)7838
410,2014,6747,UFT.2014(L)6747
411,2014,7054,UFT.2014(L)7054
412,2014,7756,UFT.2014(L)7756
413,2014,7760,UFT.2014(L)7760
414,2014,7770,UFT.2014(L)7770
415,2014,7898,UFT.2014(L)7898
416,2014,7899,UFT.2014(L)7899
417,2014,7900,UFT.2014(L)7900
418,2014,7901,UFT.2014(L)7901
419,2014,7996,UFT.2014(L)7996
420,2014,6586,UFT.2014(L)6586
421,2014,7843,UFT.2014(L)7843
422,2014,6760,UFT.2014(L)6760
423,2014,7179,UFT.2014(L)7179
424,2014,7299,UFT.2014(L)7299
425,2014,7301,UFT.2014(L)7301
426,2014,7194,UFT.2014(L)7194
427,2014,7200,UFT.2014(L)7200
428,2014,7771,UFT.2014(L)7771
429,2014,7772,UFT.2014(L)7772
430,2014,7773,UFT.2014(L)7773
431,2014,7902,UFT.2014(L)7902
432,2014,7905,UFT.2014(L)7905
433,2014,7997,UFT.2014(L)7997
434,2014,8028,UFT.2014(L)8028
435,2014,6536,UFT.2014(L)6536
436,2014,6822,UFT.2014(L)6822
437,2014,6828,UFT.2014(L)6828
438,2014,6566,UFT.2014(L)6566
439,2014,6580,UFT.2014(L)6580
440,2014,6587,UFT.2014(L)6587
441,2014,6593,UFT.2014(L)6593
442,2014,7783,UFT.2014(L)7783
443,2014,7867,UFT.2014(L)7867
444,2014,7099,UFT.2014(L)7099
445,2014,7255,UFT.2014(L)7255
446,2014,7399,UFT.2014(L)7399
447,2014,7500,UFT.2014(L)7500
448,2014,7501,UFT.2014(L)7501
449,2014,7503,UFT.2014(L)7503
450,2014,7807,UFT.2014(L)7807
451,2014,7808,UFT.2014(L)7808
452,2014,7809,UFT.2014(L)7809
453,2014,7908,UFT.2014(L)7908
454,2014,8002,UFT.2014(L)8002
455,2014,6647,UFT.2014(L)6647
456,2014,6726,UFT.2014(L)6726
457,2014,7798,UFT.2014(L)7798
458,2014,6623,UFT.2014(L)6623
459,2014,6624,UFT.2014(L)6624
460,2014,6757,UFT.2014(L)6757
461,2014,7916,UFT.2014(L)7916
462,2014,7918,UFT.2014(L)7918
463,2014,7952,UFT.2014(L)7952
464,2014,7787,UFT.2014(L)7787
465,2014,7788,UFT.2014(L)7788
466,2014,7789,UFT.2014(L)7789
467,2014,7801,UFT.2014(L)7801
468,2014,7906,UFT.2014(L)7906
469,2014,7907,UFT.2014(L)7907
470,2014,7999,UFT.2014(L)7999
471,2014,8000,UFT.2014(L)8000
472,2014,8001,UFT.2014(L)8001
473,2014,8029,UFT.2014(L)8029
474,2014,6626,UFT.2014(L)6626
475,2014,7800,UFT.2014(L)7800
476,2014,6819,UFT.2014(L)6819
477,2014,6567,UFT.2014(L)6567
478,2014,6651,UFT.2014(L)6651
479,2014,7785,UFT.2014(L)7785
480,2014,7839,UFT.2014(L)7839
481,2014,7869,UFT.2014(L)7869
482,2014,7260,UFT.2014(L)7260
483,2014,7505,UFT.2014(L)7505
484,2014,7507,UFT.2014(L)7507
485,2014,7520,UFT.2014(L)7520
486,2014,7922,UFT.2014(L)7922
487,2014,8003,UFT.2014(L)8003
488,2014,6539,UFT.2014(L)6539
489,2014,6833,UFT.2014(L)6833
490,2014,7767,UFT.2014(L)7767
491,2014,6649,UFT.2014(L)6649
492,2014,6776,UFT.2014(L)6776
493,2014,6882,UFT.2014(L)6882
494,2014,6884,UFT.2014(L)6884
495,2014,6894,UFT.2014(L)6894
496,2014,6902,UFT.2014(L)6902
497,2014,6942,UFT.2014(L)6942
498,2014,7764,UFT.2014(L)7764
499,2014,7786,UFT.2014(L)7786
500,2014,7864,UFT.2014(L)7864
501,2014,7868,UFT.2014(L)7868
502,2014,7259,UFT.2014(L)7259
503,2014,7264,UFT.2014(L)7264
504,2014,7193,UFT.2014(L)7193
505,2014,7968,UFT.2014(L)7968
506,2014,7516,UFT.2014(L)7516
507,2014,7517,UFT.2014(L)7517
508,2014,7519,UFT.2014(L)7519
509,2014,7923,UFT.2014(L)7923
510,2014,7924,UFT.2014(L)7924
511,2014,6554,UFT.2014(L)6554
512,2014,6815,UFT.2014(L)6815
513,2014,6885,UFT.2014(L)6885
514,2014,6886,UFT.2014(L)6886
515,2014,6892,UFT.2014(L)6892
516,2014,6895,UFT.2014(L)6895
517,2014,7162,UFT.2014(L)7162
518,2014,7257,UFT.2014(L)7257
519,2014,7362,UFT.2014(L)7362
520,2014,7512,UFT.2014(L)7512
521,2014,7513,UFT.2014(L)7513
522,2014,7514,UFT.2014(L)7514
523,2014,7515,UFT.2014(L)7515
524,2014,7811,UFT.2014(L)7811
525,2014,7812,UFT.2014(L)7812
526,2014,7925,UFT.2014(L)7925
527,2014,6820,UFT.2014(L)6820
528,2014,6901,UFT.2014(L)6901
529,2014,7775,UFT.2014(L)7775
530,2014,7778,UFT.2014(L)7778
531,2014,7781,UFT.2014(L)7781
532,2014,7832,UFT.2014(L)7832
533,2014,7834,UFT.2014(L)7834
534,2014,7837,UFT.2014(L)7837
535,2014,7841,UFT.2014(L)7841
536,2014,7904,UFT.2014(L)7904
537,2014,7235,UFT.2014(L)7235
538,2014,7057,UFT.2014(L)7057
539,2014,7508,UFT.2014(L)7508
540,2014,7813,UFT.2014(L)7813
541,2014,816,UFT.2014(L)816
542,2014,7817,UFT.2014(L)7817
543,2014,7928,UFT.2014(L)7928
544,2014,8004,UFT.2014(L)8004
545,2014,6807,UFT.2014(L)6807
546,2014,7768,UFT.2014(L)7768
547,2014,7780,UFT.2014(L)7780
548,2014,7909,UFT.2014(L)7909
549,2014,7269,UFT.2014(L)7269
550,2014,7277,UFT.2014(L)7277
551,2014,7197,UFT.2014(L)7197
552,2014,7199,UFT.2014(L)7199
553,2014,7524,UFT.2014(L)7524
554,2014,7525,UFT.2014(L)7525
555,2014,7526,UFT.2014(L)7526
556,2014,7527,UFT.2014(L)7527
557,2014,7528,UFT.2014(L)7528
558,2014,7818b,UFT.2014(L)7818b
559,2014,7819,UFT.2014(L)7819
560,2014,7821,UFT.2014(L)7821
561,2014,7930,UFT.2014(L)7930
562,2014,7931,UFT.2014(L)7931
563,2014,8022,UFT.2014(L)8022
564,2014,6811,UFT.2014(L)6811
565,2014,6824,UFT.2014(L)6824
566,2014,6831,UFT.2014(L)6831
567,2014,6883,UFT.2014(L)6883
568,2014,7944,UFT.2014(L)7944
569,2014,7278,UFT.2014(L)7278
570,2014,7529,UFT.2014(L)7529
571,2014,7531,UFT.2014(L)7531
572,2014,7532,UFT.2014(L)7532
573,2014,7533,UFT.2014(L)7533
574,2014,7534,UFT.2014(L)7534
575,2014,7932,UFT.2014(L)7932
576,2014,7933,UFT.2014(L)7933
577,2015,7559,UFT.2015(L)7559
578,2015,7560,UFT.2015(L)7560
579,2015,7561,UFT.2015(L)7561
580,2015,7562,UFT.2015(L)7562
581,2015,7563,UFT.2015(L)7563
582,2015,7564,UFT.2015(L)7564
583,2015,7565,UFT.2015(L)7565
584,2015,7566,UFT.2015(L)7566
585,2015,7567,UFT.2015(L)7567
586,2015,7568,UFT.2015(L)7568
587,2015,7569,UFT.2015(L)7569
588,2015,7570,UFT.2015(L)7570
589,2015,7571,UFT.2015(L)7571
590,2015,7572,UFT.2015(L)7572
591,2015,7573,UFT.2015(L)7573
592,2015,7574,UFT.2015(L)7574
593,2015,7575,UFT.2015(L)7575
594,2015,7576,UFT.2015(L)7576
595,2015,7577,UFT.2015(L)7577
596,2015,7578,UFT.2015(L)7578
597,2015,7579,UFT.2015(L)7579
598,2015,7580,UFT.2015(L)7580
599,2015,7581,UFT.2015(L)7581
600,2015,7582,UFT.2015(L)7582
601,2015,7583,UFT.2015(L)7583
602,2015,7584,UFT.2015(L)7584
603,2015,7585,UFT.2015(L)7585
604,2015,7593,UFT.2015(L)7593
605,2015,7594,UFT.2015(L)7594
606,2015,7595,UFT.2015(L)7595
607,2015,7596,UFT.2015(L)7596
608,2015,7597,UFT.2015(L)7597
609,2015,7598,UFT.2015(L)7598
610,2015,7599,UFT.2015(L)7599
611,2015,7700,UFT.2015(L)7700
612,2015,7701,UFT.2015(L)7701
613,2015,7702,UFT.2015(L)7702
614,2015,7703,UFT.2015(L)7703
615,2015,7704,UFT.2015(L)7704
616,2015,7705,UFT.2015(L)7705
617,2015,7706,UFT.2015(L)7706
618,2015,7707,UFT.2015(L)7707
619,2015,7708,UFT.2015(L)7708
620,2015,7709,UFT.2015(L)7709
621,2015,7710,UFT.2015(L)7710
622,2015,7711,UFT.2015(L)7711
623,2015,7712,UFT.2015(L)7712
624,2015,7713,UFT.2015(L)7713
625,2015,7787,UFT.2015(L)7787
626,2015,7788,UFT.2015(L)7788
627,2015,7789,UFT.2015(L)7789
628,2015,7790,UFT.2015(L)7790
629,2015,7791,UFT.2015(L)7791
630,2015,7792,UFT.2015(L)7792
631,2015,7793,UFT.2015(L)7793
632,2015,7794,UFT.2015(L)7794
633,2015,7795,UFT.2015(L)7795
634,2015,7796,UFT.2015(L)7796
635,2015,7797,UFT.2015(L)7797
636,2015,7874,UFT.2015(L)7874
637,2015,7875,UFT.2015(L)7875
638,2015,7884,UFT.2015(L)7884
639,2015,7885,UFT.2015(L)7885
640,2015,7886,UFT.2015(L)7886
641,2015,7912,UFT.2015(L)7912
642,2015,7913,UFT.2015(L)7913
643,2015,7914,UFT.2015(L)7914
644,2015,8600,UFT.2015(L)8600
645,2015,8601,UFT.2015(L)8601
646,2015,8602,UFT.2015(L)8602
647,2015,8603,UFT.2015(L)8603
648,2015,8604,UFT.2015(L)8604
649,2015,8605,UFT.2015(L)8605
650,2015,8606,UFT.2015(L)8606
651,2015,8607,UFT.2015(L)8607
652,2015,8608,UFT.2015(L)8608
653,2015,8609,UFT.2015(L)8609
654,2015,8610,UFT.2015(L)8610
655,2015,8611,UFT.2015(L)8611
656,2015,8612,UFT.2015(L)8612
657,2015,8613,UFT.2015(L)8613
658,2015,8614,UFT.2015(L)8614
659,2015,8615,UFT.2015(L)8615
660,2015,8616,UFT.2015(L)8616
661,2015,8617,UFT.2015(L)8617
662,2015,8618,UFT.2015(L)8618
663,2015,8619,UFT.2015(L)8619
664,2015,8620,UFT.2015(L)8620
665,2015,8621,UFT.2015(L)8621
666,2015,8622,UFT.2015(L)8622
667,2015,8623,UFT.2015(L)8623
668,2015,8624,UFT.2015(L)8624
669,2015,8625,UFT.2015(L)8625
670,2015,8626,UFT.2015(L)8626
671,2015,8627,UFT.2015(L)8627
672,2015,8628,UFT.2015(L)8628
673,2015,8629,UFT.2015(L)8629
674,2015,8630,UFT.2015(L)8630
675,2015,8631,UFT.2015(L)8631
676,2015,8632,UFT.2015(L)8632
677,2015,8633,UFT.2015(L)8633
678,2015,8634,UFT.2015(L)8634
679,2015,8635,UFT.2015(L)8635
680,2015,8636,UFT.2015(L)8636
681,2015,8637,UFT.2015(L)8637
682,2015,8638,UFT.2015(L)8638
683,2015,8639,UFT.2015(L)8639
684,2015,8640,UFT.2015(L)8640
685,2015,8641,UFT.2015(L)8641
686,2015,8642,UFT.2015(L)8642
687,2015,8643,UFT.2015(L)8643
688,2015,8644,UFT.2015(L)8644
689,2015,8645,UFT.2015(L)8645
690,2015,8646,UFT.2015(L)8646
691,2015,8647,UFT.2015(L)8647
692,2015,8648,UFT.2015(L)8648
693,2015,8649,UFT.2015(L)8649
694,2015,8650,UFT.2015(L)8650
695,2015,8651,UFT.2015(L)8651
696,2015,8652,UFT.2015(L)8652
697,2015,8005,UFT.2015(L)8005
698,2015,8006,UFT.2015(L)8006
